"","subject","trial","item","category","supercategory","PosOr","answercode","correct","correct_manual","answer_auto_jaro","correct_auto_jaro","word","word.c","letters.01","timing.01"
"416",4,96,"radiergummi","Büro","Werkzeug",4,"correct","1",1,"correct",1,"RADIERGUMMI ","RADIERGUMMI","R",1379
"417",4,97,"kanu","Wasser","Fortbewegungsmittel",4,"almostcorrect","1",1,"alternative_corrected",1,"BOOT ","BOOT","B",1838
"418",4,98,"kerze","Filler","Filler",5,"correct","1",1,"correct",1,"KERZE ","KERZE","K",1971
"419",4,99,"schere","Büro","Werkzeug",5,"correct","1",1,"correct",1,"SCHERE ","SCHERE","S",1830
"420",4,100,"u-boot","Wasser","Fortbewegungsmittel",5,"correct","1",1,"correct",1,"U-BOOT ","U-BOOT","U",1170
"421",4,101,"pferd","Huftiere","Tiere",1,"correct","1",1,"correct",1,"PFERD ","PFERD","P",903
"422",4,102,"rose","Blumen","Misc II",1,"correct","1",1,"correct",1,"ROSE ","ROSE","R",863
"423",4,103,"teppich","Filler","Filler",1,"correct","1",1,"correct",1,"TEPPICH ","TEPPICH","T",1161
"424",4,104,"geige","Instrumente","Misc I",1,"correct","1",1,"correct",1,"GEIGE ","GEIGE","G",4651
"425",4,105,"kamel","Huftiere","Tiere",2,"correct","1",1,"correct",1,"KAMEL ","KAMEL","K",1195
"426",4,106,"orchidee","Blumen","Misc II",2,"semantic_relation","NA",0,"not_correct",0,"PLFANZE ","PLFANZE","P",2410
"427",4,107,"schlagzeug","Instrumente","Misc I",2,"correct","1",1,"correct",1,"SCHLAGZEUG ","SCHLAGZEUG","S",1304
"428",4,108,"schaf","Huftiere","Tiere",3,"correct","1",1,"correct",1,"SCHAF ","SCHAF","S",792
"429",4,109,"cd","Filler","Filler",2,"correct","1",1,"correct",1,"CD ","CD","C",1163
"430",4,110,"harfe","Instrumente","Misc I",3,"correct","1",1,"correct",1,"HARFE ","HARFE","H",1067
"431",4,111,"käfig","Filler","Filler",3,"correct","1",1,"correct",1,"KÄFIG ","KÄFIG","K",1285
"432",4,112,"tulpe","Blumen","Misc II",3,"correct","1",1,"correct",1,"TULPE ","TULPE","T",1132
"433",4,113,"kuh","Huftiere","Tiere",4,"correct","1",1,"correct",1,"KUH ","KUH","K",1135
"434",4,114,"gitarre","Instrumente","Misc I",4,"correct","1",1,"correct",1,"GITARRE ","GITARRE","G",1083
"435",4,115,"sonnenblume","Blumen","Misc II",4,"correct","1",1,"correct",1,"SONNENBLUME ","SONNENBLUME","S",909
"436",4,116,"fenster","Filler","Filler",4,"correct","1",1,"correct",1,"FENSTER ","FENSTER","F",1208
"437",4,117,"klavier","Instrumente","Misc I",5,"correct","1",1,"correct",1,"KLAVIER ","KLAVIER","K",813
"438",4,118,"löwenzahn","Blumen","Misc II",5,"isna","NA",0,"isna",0,"NA","NA","G",4405
"439",4,119,"reh","Huftiere","Tiere",5,"correct","1",1,"correct",1,"REH ","REH","R",2603
"440",4,120,"waage","Filler","Filler",5,"correct","1",1,"correct",1,"WAAGE ","WAAGE","W",1483
"441",4,121,"luftballon","Filler","Filler",1,"almostcorrect","1",1,"alternative_corrected",1,"BALLON ","BALLON","B",1533
"442",4,122,"ring","Schmuck","Kleidung",1,"correct","1",1,"correct",1,"RING ","RING","R",884
"443",4,123,"schneebesen","Kochen","Werkzeug",1,"correct","1",1,"correct",1,"SCHNEEBESEN ","SCHNEEBESEN","S",983
"444",4,124,"panther","Raubtiere","Tiere",1,"correct","1",1,"correct",1,"PANTHER ","PANTHER","P",1016
"445",4,125,"brosche","Schmuck","Kleidung",2,"isna","NA",0,"isna",0,"NA","NA"," ",4644
"446",4,126,"kelle","Kochen","Werkzeug",2,"correct","1",1,"correct",1,"KELLE ","KELLE","K",2891
"447",4,127,"bär","Raubtiere","Tiere",2,"almostcorrect","1",1,"approx_correct",1,"BÄT ","BÄT","B",980
"448",4,128,"kassette","Filler","Filler",2,"correct","1",1,"correct",1,"KASSETTE ","KASSETTE","K",999
"449",4,129,"gabel","Kochen","Werkzeug",3,"correct","1",1,"correct",1,"GABEL ","GABEL","G",1516
"450",4,130,"leopard","Raubtiere","Tiere",3,"correct","1",1,"correct",1,"LEOPARD ","LEOPARD","L",1522
"451",4,131,"puppe","Filler","Filler",3,"correct","1",1,"correct",1,"PUPPE ","PUPPE","P",1073
"452",4,132,"fächer","Filler","Filler",4,"correct","1",1,"correct",1,"FÄCHER ","FÄCHER","F",1132
"453",4,133,"tiger","Raubtiere","Tiere",4,"correct","1",1,"correct",1,"TIGER ","TIGER","T",2032
"454",4,134,"ohrring","Schmuck","Kleidung",3,"correct","1",1,"correct",1,"OHRRING ","OHRRING","O",1408
"455",4,135,"briefkasten","Filler","Filler",5,"correct","1",1,"correct",1,"BRIEFKASTEN ","BRIEFKASTEN","B",2051
"456",4,136,"löffel","Kochen","Werkzeug",4,"first_letter_incorrect","NA",0,"first_letter_error",0,"KBackspaceBackspaceLÖFFFBackspaceEL ","6LÖFFEL","K",1053
"457",4,137,"kette","Schmuck","Kleidung",4,"correct","1",1,"correct",1,"KETTE ","KETTE","K",1299
"458",4,138,"löwe","Raubtiere","Tiere",5,"first_letter_incorrect","NA",0,"first_letter_error",0,"TIBackspaceBackspaceLÖWE ","LÖWE","T",1071
"459",4,139,"messer","Kochen","Werkzeug",5,"correct","1",1,"correct",1,"MESSER ","MESSER","M",883
"460",4,140,"armband","Schmuck","Kleidung",5,"correct","1",1,"correct",1,"ARMBAND ","ARMBAND","A",1845
"461",4,141,"strauss","Vögel","Tiere",1,"correct","1",1,"correct",1,"STRAUSS ","STRAUSS","S",1516
"462",4,142,"stuhl","Sitzen","Möbel",1,"correct","1",1,"correct",1,"STUHL ","STUHL","S",1012
"463",4,143,"pinsel","Filler","Filler",1,"first_letter_incorrect","NA",0,"first_letter_error",0,"FBackspacePINSEL ","PINSEL","F",1317
"464",4,144,"hochhaus","Gebäude","Misc II",1,"correct","1",1,"correct",1,"HOCHHAUS ","HOCHHAUS","H",999
"465",4,145,"sessel","Sitzen","Möbel",2,"correct","1",1,"correct",1,"SESSEL ","SESSEL","S",947
"466",4,146,"schwamm","Filler","Filler",2,"correct","1",1,"correct",1,"SCHWAMM ","SCHWAMM","S",921
"467",4,147,"tempel","Gebäude","Misc II",2,"almostcorrect","1",1,"alternative_corrected",1,"RUINE ","RUINE","R",3975
"468",4,148,"couch","Sitzen","Möbel",3,"almostcorrect","1",1,"alternative_corrected",1,"SOFA ","SOFA","S",1050
"469",4,149,"taube","Vögel","Tiere",2,"correct","1",1,"correct",1,"TAUBE ","TAUBE","T",931
"470",4,150,"tafel","Filler","Filler",3,"correct","1",1,"correct",1,"TAFEL ","TAFEL","T",1066
"471",4,151,"schloss","Gebäude","Misc II",3,"correct","1",1,"correct",1,"SCHLOSS ","SCHLOSS","S",1148
"472",4,152,"ente","Vögel","Tiere",3,"correct","1",1,"correct",1,"ENTE ","ENTE","E",1819
"473",4,153,"hocker","Sitzen","Möbel",4,"almostcorrect","1",1,"correctedtocorrect",1,"HOCHERBackspaceBackspaceBackspaceKER ","HOCKER","H",1121
"474",4,154,"schwert","Filler","Filler",4,"correct","1",1,"correct",1,"SCHWERT ","SCHWERT","S",996
"475",4,155,"schwan","Vögel","Tiere",4,"first_letter_incorrect","NA",0,"first_letter_error",0,"SBackspaceBackspaceSCHWAN ","6SCHWAN","S",853
"476",4,156,"bank","Sitzen","Möbel",5,"correct","1",1,"correct",1,"BANK ","BANK","B",1058
"477",4,157,"kirche","Gebäude","Misc II",4,"correct","1",1,"correct",1,"KIRCHE ","KIRCHE","K",1157
"478",4,158,"eule","Vögel","Tiere",5,"correct","1",1,"correct",1,"EULE ","EULE","E",1106
"479",4,159,"würfel","Filler","Filler",5,"almostcorrect","1",1,"correctedtocorrect",1,"WÜFBackspaceRFEL ","WÜRFEL","W",1114
"480",4,160,"burg","Gebäude","Misc II",5,"correct","1",1,"correct",1,"BURG ","BURG","B",1134
"481",5,1,"reh","Huftiere","Tiere",1,"shift_start","NA",0,"shift_start",0,"ShiftrEHEnter","3rEH","Shift",902
"482",5,2,"parfum","Filler","Filler",1,"shift_start","NA",0,"shift_start",0,"ShiftpARFÜBackspaceUMEnter","3pARFUM","Shift",1352
"483",5,3,"löwenzahn","Blumen","Misc II",1,"shift_start","NA",0,"shift_start",0,"ShiftlÖWENZAHNEnter","3lÖWENZAHN","Shift",1005
"484",5,4,"klavier","Instrumente","Misc I",1,"shift_start","NA",0,"shift_start",0,"ShiftkLAVIEREnter","3kLAVIER","Shift",970
"485",5,5,"kopfkissen","Filler","Filler",2,"shift_start","NA",0,"shift_start",0,"ShiftkOPFKISSENEnter","3kOPFKISSEN","Shift",1170
"486",5,6,"briefkasten","Filler","Filler",3,"correct","1",1,"correct",1,"BRIEFKASTENEnter","BRIEFKASTEN","B",1283
"487",5,7,"rose","Blumen","Misc II",2,"correct","1",1,"correct",1,"ROSEEnter","ROSE","R",1004
"488",5,8,"pferd","Huftiere","Tiere",2,"correct","1",1,"correct",1,"PFERDEnter","PFERD","P",957
"489",5,9,"würfel","Filler","Filler",4,"correct","1",1,"correct",1,"WÜRFELEnter","WÜRFEL","W",1009
"490",5,10,"schlagzeug","Instrumente","Misc I",2,"correct","1",1,"correct",1,"SCHLAGZEUGEnter","SCHLAGZEUG","S",844
"491",5,11,"kamel","Huftiere","Tiere",3,"correct","1",1,"correct",1,"KAMELEnter","KAMEL","K",1061
"492",5,12,"orchidee","Blumen","Misc II",3,"correct","1",1,"correct",1,"ORCHIDEEEnter","ORCHIDEE","O",1390
"493",5,13,"geige","Instrumente","Misc I",3,"correct","1",1,"correct",1,"GEIGEEnter","GEIGE","G",1077
"494",5,14,"zigarette","Filler","Filler",5,"correct","1",1,"correct",1,"ZIGARETTEEnter","ZIGARETTE","Z",1552
"495",5,15,"schaf","Huftiere","Tiere",4,"almostcorrect","1",1,"approx_correct",1,"SCHAAFEnter","SCHAAF","S",935
"496",5,16,"tulpe","Blumen","Misc II",4,"correct","1",1,"correct",1,"TULPEEnter","TULPE","T",1203
"497",5,17,"harfe","Instrumente","Misc I",4,"correct","1",1,"correct",1,"HARFEEnter","HARFE","H",1820
"498",5,18,"kuh","Huftiere","Tiere",5,"correct","1",1,"correct",1,"KUHEnter","KUH","K",1448
"499",5,19,"sonnenblume","Blumen","Misc II",5,"almostcorrect","1",1,"correctedtocorrect",1,"SCBackspaceONNENBLUMEEnter","SONNENBLUME","S",943
"500",5,20,"gitarre","Instrumente","Misc I",5,"correct","1",1,"correct",1,"GITARREEnter","GITARRE","G",1594
"501",5,21,"zange","Heimwerker","Werkzeug",1,"correct","1",1,"correct",1,"ZANGEEnter","ZANGE","Z",1343
"502",5,22,"bonbon","Süssigkeiten","Lebensmittel",1,"correct","1",1,"correct",1,"BONBONEnter","BONBON","B",1127
"503",5,23,"cd","Filler","Filler",1,"correct","1",1,"correct",1,"CDEnter","CD","C",1176
"504",5,24,"arm","Körperteile","Misc I",1,"correct","1",1,"correct",1,"ARMEnter","ARM","A",815
"505",5,25,"bohrmaschine","Heimwerker","Werkzeug",2,"isna","NA",0,"isna",0,"NA","NA","NA",NA
"506",5,26,"kekse","Süssigkeiten","Lebensmittel",2,"correct","1",1,"correct",1,"KEKSEEnter","KEKSE","K",931
"507",5,27,"hand","Körperteile","Misc I",2,"correct","1",1,"correct",1,"HANDEnter","HAND","H",895
"508",5,28,"schraubenzieher","Heimwerker","Werkzeug",3,"isna","NA",0,"isna",0,"NA","NA","S",906
"509",5,29,"kuchen","Süssigkeiten","Lebensmittel",3,"correct","1",1,"correct",1,"KUCHENEnter","KUCHEN","K",918
"510",5,30,"schwert","Filler","Filler",2,"first_letter_incorrect","NA",0,"first_letter_error",0,"ABackspaceSCHWERTEnter","SCHWERT","A",764
"511",5,31,"feile","Heimwerker","Werkzeug",4,"almostcorrect","1",1,"alternative_corrected",1,"REIBEEnter","REIBE","R",1497
"512",5,32,"fuss","Körperteile","Misc I",3,"correct","1",1,"correct",1,"FUSSEnter","FUSS","F",992
"513",5,33,"lippenstift","Filler","Filler",3,"correct","1",1,"correct",1,"LIPPENSTIFTEnter","LIPPENSTIFT","L",1359
"514",5,34,"hammer","Heimwerker","Werkzeug",5,"correct","1",1,"correct",1,"HAMMEREnter","HAMMER","H",983
"515",5,35,"ohr","Körperteile","Misc I",4,"correct","1",1,"correct",1,"OHREnter","OHR","O",884
"516",5,36,"fenster","Filler","Filler",4,"almostcorrect","1",1,"approx_correct",1,"FENTEREnter","FENTER","F",992
"517",5,37,"eis","Süssigkeiten","Lebensmittel",4,"correct","1",1,"correct",1,"EISEnter","EIS","E",834
"518",5,38,"bein","Körperteile","Misc I",5,"correct","1",1,"correct",1,"BEINEnter","BEIN","B",2239
"519",5,39,"pfeife","Filler","Filler",5,"almostcorrect","1",1,"approx_correct",1,"PFEIFFEEnter","PFEIFFE","P",1751
"520",5,40,"schokolade","Süssigkeiten","Lebensmittel",5,"correct","1",1,"correct",1,"SCHOKOLADEEnter","SCHOKOLADE","S",916
"521",5,41,"schloss","Gebäude","Misc II",1,"correct","1",1,"correct",1,"SCHLOSSEnter","SCHLOSS","S",813
"522",5,42,"eule","Vögel","Tiere",1,"correct","1",1,"correct",1,"EULEEnter","EULE","E",2009
"523",5,43,"bank","Sitzen","Möbel",1,"correct","1",1,"correct",1,"BANKEnter","BANK","B",1007
"524",5,44,"hochhaus","Gebäude","Misc II",2,"correct","1",1,"correct",1,"HOCHHAUSEnter","HOCHHAUS","H",2579
"525",5,45,"schwan","Vögel","Tiere",2,"correct","1",1,"correct",1,"SCHWANEnter","SCHWAN","S",813
"526",5,46,"stuhl","Sitzen","Möbel",2,"correct","1",1,"correct",1,"STUHLEnter","STUHL","S",859
"527",5,47,"kirche","Gebäude","Misc II",3,"correct","1",1,"correct",1,"KIRCHEEnter","KIRCHE","K",1514
"528",5,48,"luftballon","Filler","Filler",1,"correct","1",1,"correct",1,"LUFTBALLONEnter","LUFTBALLON","L",1486
"529",5,49,"hocker","Sitzen","Möbel",3,"correct","1",1,"correct",1,"HOCKEREnter","HOCKER","H",1257
"530",5,50,"briefmarke","Filler","Filler",2,"correct","1",1,"correct",1,"BRIEFMARKEEnter","BRIEFMARKE","B",1063
"531",5,51,"strauss","Vögel","Tiere",3,"correct","1",1,"correct",1,"STRAUSSEnter","STRAUSS","S",820
"532",5,52,"couch","Sitzen","Möbel",4,"almostcorrect","1",1,"correctedtocorrect",1,"CHOBackspaceBackspaceOUCHEnter","COUCH","C",1355
"533",5,53,"mülleimer","Filler","Filler",3,"correct","1",1,"correct",1,"MÜLLEIMEREnter","MÜLLEIMER","M",1010
"534",5,54,"ente","Vögel","Tiere",4,"correct","1",1,"correct",1,"ENTEEnter","ENTE","E",935
"535",5,55,"fernglas","Filler","Filler",4,"isna","NA",0,"isna",0,"NA","NA","F",1515
"536",5,56,"tempel","Gebäude","Misc II",4,"backspace_space_enter","NA",0,"backspace_space_enter",0,"EnterRUINEEnter","1RUINE","Enter",NA
"537",5,57,"taube","Vögel","Tiere",5,"correct","1",1,"correct",1,"TAUBEEnter","TAUBE","T",984
"538",5,58,"bürste","Filler","Filler",5,"correct","1",1,"correct",1,"BÜRSTEEnter","BÜRSTE","B",914
"539",5,59,"burg","Gebäude","Misc II",5,"correct","1",1,"correct",1,"BURGEnter","BURG","B",1654
"540",5,60,"sessel","Sitzen","Möbel",5,"correct","1",1,"correct",1,"SESSELEnter","SESSEL","S",1095
"541",5,61,"sense","Bauernhof","Werkzeug",1,"correct","1",1,"correct",1,"SENSEEnter","SENSE","S",858
"542",5,62,"kartoffel","Gemüse","Lebensmittel",1,"almostcorrect","1",1,"correctedtocorrect",1,"KARTOGBackspaceFFELEnter","KARTOFFEL","K",944
"543",5,63,"arztkittel","Jacken","Kleidung",1,"isna","NA",0,"isna",0,"NA","NA","A",1061
"544",5,64,"waage","Filler","Filler",1,"first_letter_incorrect","NA",0,"first_letter_error",0,"ITTELBackspaceBackspaceBackspaceBackspaceWABackspaceBackspaceBackspaceBackspaceWAAGEEnter","6WAAGE","I",NA
"545",5,65,"axt","Bauernhof","Werkzeug",2,"correct","1",1,"correct",1,"AXTEnter","AXT","A",1180
"546",5,66,"pelzmantel","Jacken","Kleidung",2,"correct","1",1,"correct",1,"PELZMANTELEnter","PELZMANTEL","P",1620
"547",5,67,"ampel","Filler","Filler",2,"correct","1",1,"correct",1,"AMPELEnter","AMPEL","A",745
"548",5,68,"karotte","Gemüse","Lebensmittel",2,"correct","1",1,"correct",1,"KAROTTEEnter","KAROTTE","K",833
"549",5,69,"sakko","Jacken","Kleidung",3,"correct","1",1,"correct",1,"SAKKOEnter","SAKKO","S",2643
"550",5,70,"besen","Bauernhof","Werkzeug",3,"correct","1",1,"correct",1,"BESENEnter","BESEN","B",860
"551",5,71,"gurke","Gemüse","Lebensmittel",3,"correct","1",1,"correct",1,"GURKEEnter","GURKE","G",1065
"552",5,72,"badewanne","Filler","Filler",3,"correct","1",1,"correct",1,"BADEWANNEEnter","BADEWANNE","B",1325
"553",5,73,"daunenweste","Jacken","Kleidung",4,"almostcorrect","1",1,"alternative_corrected",1,"WESTEEnter","WESTE","W",1326
"554",5,74,"säge","Bauernhof","Werkzeug",4,"correct","1",1,"correct",1,"SÄGEEnter","SÄGE","S",1759
"555",5,75,"glocke","Filler","Filler",4,"correct","1",1,"correct",1,"GLOCKEEnter","GLOCKE","G",1046
"556",5,76,"mikrofon","Filler","Filler",5,"correct","1",1,"correct",1,"MIKROFONEnter","MIKROFON","M",1140
"557",5,77,"brokkoli","Gemüse","Lebensmittel",4,"correct","1",1,"correct",1,"BROKKOLIEnter","BROKKOLI","B",966
"558",5,78,"schaufel","Bauernhof","Werkzeug",5,"correct","1",1,"correct",1,"SCHAUFELEnter","SCHAUFEL","S",851
"559",5,79,"kapuzenpulli","Jacken","Kleidung",5,"almostcorrect","1",1,"alternative_corrected",1,"PULLIEnter","PULLI","P",1866
"560",5,80,"paprika","Gemüse","Lebensmittel",5,"correct","1",1,"correct",1,"PAPRIKAEnter","PAPRIKA","P",1006
"561",5,81,"kutsche","Strasse","Fortbewegungsmittel",1,"correct","1",1,"correct",1,"KUTSCHEEnter","KUTSCHE","K",1906
"562",5,82,"regal","Aufbewahrung","Möbel",1,"correct","1",1,"correct",1,"REGALEnter","REGAL","R",1232
"563",5,83,"goldfisch","Fische","Tiere",1,"correct","1",1,"correct",1,"GOLDFISCHEnter","GOLDFISCH","G",1081
"564",5,84,"auto","Strasse","Fortbewegungsmittel",2,"correct","1",1,"correct",1,"AUTOEnter","AUTO","A",799
"565",5,85,"kleiderschrank","Aufbewahrung","Möbel",2,"almostcorrect","1",1,"alternative_corrected",1,"SCHRANKEnter","SCHRANK","S",851
"566",5,86,"rochen","Fische","Tiere",2,"correct","1",1,"correct",1,"ROCHENEnter","ROCHEN","R",996
"567",5,87,"lkw","Strasse","Fortbewegungsmittel",3,"correct","1",1,"correct",1,"LKWEnter","LKW","L",1043
"568",5,88,"tafel","Filler","Filler",1,"almostcorrect","1",1,"correctedtocorrect",1,"TAFFBackspaceELEnter","TAFEL","T",1005
"569",5,89,"delfin","Fische","Tiere",3,"correct","1",1,"correct",1,"DELFINEnter","DELFIN","D",1827
"570",5,90,"bus","Strasse","Fortbewegungsmittel",4,"correct","1",1,"correct",1,"BUSEnter","BUS","B",982
"571",5,91,"safe","Aufbewahrung","Möbel",3,"almostcorrect","1",1,"alternative_corrected",1,"TRESOREnter","TRESOR","T",1459
"572",5,92,"hai","Fische","Tiere",4,"correct","1",1,"correct",1,"HAIEnter","HAI","H",1267
"573",5,93,"motorrad","Strasse","Fortbewegungsmittel",5,"correct","1",1,"correct",1,"MOTORRADEnter","MOTORRAD","M",1092
"574",5,94,"schachtel","Aufbewahrung","Möbel",4,"correct","1",1,"correct",1,"SCHACHTELEnter","SCHACHTEL","S",876
"575",5,95,"streichholz","Filler","Filler",2,"correct","1",1,"correct",1,"STREICHHOLZEnter","STREICHHOLZ","S",780
"576",5,96,"aal","Fische","Tiere",5,"correct","1",1,"correct",1,"AALEnter","AAL","A",952
"577",5,97,"ball","Filler","Filler",3,"correct","1",1,"correct",1,"BALLEnter","BALL","B",919
"578",5,98,"schlüssel","Filler","Filler",4,"correct","1",1,"correct",1,"SCHLÜSSELEnter","SCHLÜSSEL","S",764
"579",5,99,"schublade","Aufbewahrung","Möbel",5,"correct","1",1,"correct",1,"SCHUBLADEEnter","SCHUBLADE","S",1601
"580",5,100,"teppich","Filler","Filler",5,"correct","1",1,"correct",1,"TEPPICHEnter","TEPPICH","T",876
"581",5,101,"kaffeemaschine","Küche","Möbel",1,"isna","NA",0,"isna",0,"NA","NA","K",1088
"582",5,102,"radiergummi","Büro","Werkzeug",1,"first_letter_incorrect","NA",0,"first_letter_error",0,"SBackspaceKBackspaceRADIERGUMMIEnter","RADIERGUMMI","S",NA
"583",5,103,"kopfhörer","Filler","Filler",1,"almostcorrect","1",1,"approx_correct",1,"KOPFHÖHREREnter","KOPFHÖHRER","K",891
"584",5,104,"segelschiff","Wasser","Fortbewegungsmittel",1,"first_letter_incorrect","NA",0,"first_letter_error",0,"RBackspaceSEGELSCHIFFEnter","SEGELSCHIFF","R",1073
"585",5,105,"herd","Küche","Möbel",2,"first_letter_incorrect","NA",0,"first_letter_error",0,"GBackspaceHERDEnter","HERD","G",1496
"586",5,106,"schere","Büro","Werkzeug",2,"correct","1",1,"correct",1,"SCHEREEnter","SCHERE","S",1157
"587",5,107,"gondel","Wasser","Fortbewegungsmittel",2,"almostcorrect","1",1,"correctedtocorrect",1,"GONDEÖBackspaceLEnter","GONDEL","G",1588
"588",5,108,"mikrowelle","Küche","Möbel",3,"isna","NA",0,"isna",0,"NA","NA","M",1307
"589",5,109,"lineal","Büro","Werkzeug",3,"correct","1",1,"correct",1,"LINEALEnter","LINEAL","L",1225
"590",5,110,"kanu","Wasser","Fortbewegungsmittel",3,"isna","NA",0,"isna",0,"NA","NA","N",2325
"591",5,111,"geschirrspüler","Küche","Möbel",4,"almostcorrect","1",1,"alternative_corrected",1,"SPÜLMASCHINEEnter","SPÜLMASCHINE","S",1986
"592",5,112,"steckdose","Filler","Filler",2,"correct","1",1,"correct",1,"STECKDOSEEnter","STECKDOSE","S",800
"593",5,113,"u-boot","Wasser","Fortbewegungsmittel",4,"correct","1",1,"correct",1,"U-BOOTEnter","U-BOOT","U",2535
"594",5,114,"schwamm","Filler","Filler",3,"correct","1",1,"correct",1,"SCHWAMMEnter","SCHWAMM","S",666
"595",5,115,"klammer","Büro","Werkzeug",4,"correct","1",1,"correct",1,"KLAMMEREnter","KLAMMER","K",920
"596",5,116,"kühlschrank","Küche","Möbel",5,"correct","1",1,"correct",1,"KÜHLSCHRANKEnter","KÜHLSCHRANK","K",1186
"597",5,117,"ventilator","Filler","Filler",4,"correct","1",1,"correct",1,"VENTILATOREnter","VENTILATOR","V",1736
"598",5,118,"bleistift","Büro","Werkzeug",5,"almostcorrect","1",1,"correctedtocorrect",1,"BLEISTFBackspaceIFTEnter","BLEISTIFT","B",1013
"599",5,119,"yacht","Wasser","Fortbewegungsmittel",5,"correct","1",1,"correct",1,"YACHTEnter","YACHT","Y",1535
"600",5,120,"käfig","Filler","Filler",5,"correct","1",1,"correct",1,"KÄFIGEnter","KÄFIG","K",997
"601",5,121,"marienkäfer","Insekten","Tiere",1,"correct","1",1,"correct",1,"MARIENKÄFEREnter","MARIENKÄFER","M",946
"602",5,122,"kirsche","Obst","Lebensmittel",1,"correct","1",1,"correct",1,"KIRSCHEEnter","KIRSCHE","K",865
"603",5,123,"becher","Trinkgefässe","Misc II",1,"correct","1",1,"correct",1,"BECHEREnter","BECHER","B",841
"604",5,124,"kamera","Filler","Filler",1,"correct","1",1,"correct",1,"KAMERAEnter","KAMERA","K",1505
"605",5,125,"apfel","Obst","Lebensmittel",2,"correct","1",1,"correct",1,"APFELEnter","APFEL","A",777
"606",5,126,"spinne","Insekten","Tiere",2,"correct","1",1,"correct",1,"SPINNEEnter","SPINNE","S",839
"607",5,127,"glas","Trinkgefässe","Misc II",2,"correct","1",1,"correct",1,"GLASEnter","GLAS","G",1363
"608",5,128,"banane","Obst","Lebensmittel",3,"almostcorrect","1",1,"correctedtocorrect",1,"BABABackspaceBackspaceNANEEnter","BANANE","B",851
"609",5,129,"puppe","Filler","Filler",2,"correct","1",1,"correct",1,"PUPPEEnter","PUPPE","P",1060
"610",5,130,"fliege","Insekten","Tiere",3,"correct","1",1,"correct",1,"FLIEGEEnter","FLIEGE","F",1061
"611",5,131,"birne","Obst","Lebensmittel",4,"correct","1",1,"correct",1,"BIRNEEnter","BIRNE","B",1001
"612",5,132,"kassette","Filler","Filler",3,"almostcorrect","1",1,"approx_correct",1,"KASETTEEnter","KASETTE","K",1044
"613",5,133,"tasse","Trinkgefässe","Misc II",3,"first_letter_incorrect","NA",0,"first_letter_error",0,"BBackspaceTASSEEnter","TASSE","B",1097
"614",5,134,"ameise","Insekten","Tiere",4,"correct","1",1,"correct",1,"AMEISEEnter","AMEISE","A",926
"615",5,135,"baby","Filler","Filler",4,"correct","1",1,"correct",1,"BABYEnter","BABY","B",886
"616",5,136,"flasche","Trinkgefässe","Misc II",4,"correct","1",1,"correct",1,"FLASCHEEnter","FLASCHE","F",1098
"617",5,137,"trauben","Obst","Lebensmittel",5,"correct","1",1,"correct",1,"TRAUBENEnter","TRAUBEN","T",962
"618",5,138,"biene","Insekten","Tiere",5,"correct","1",1,"correct",1,"BIENEEnter","BIENE","B",1101
"619",5,139,"kerze","Filler","Filler",5,"correct","1",1,"correct",1,"KERZEEnter","KERZE","K",834
"620",5,140,"kanne","Trinkgefässe","Misc II",5,"correct","1",1,"correct",1,"KANNEEnter","KANNE","K",789
"621",5,141,"brosche","Schmuck","Kleidung",1,"correct","1",1,"correct",1,"BROSCHEEnter","BROSCHE","B",1094
"622",5,142,"messer","Kochen","Werkzeug",1,"correct","1",1,"correct",1,"MESSEREnter","MESSER","M",933
"623",5,143,"leopard","Raubtiere","Tiere",1,"correct","1",1,"correct",1,"LEOPARDEnter","LEOPARD","L",828
"624",5,144,"ring","Schmuck","Kleidung",2,"correct","1",1,"correct",1,"RINGEnter","RING","R",863
"625",5,145,"kelle","Kochen","Werkzeug",2,"correct","1",1,"correct",1,"KELLEEnter","KELLE","K",1180
"626",5,146,"löwe","Raubtiere","Tiere",2,"correct","1",1,"correct",1,"LÖWEEnter","LÖWE","L",1149
"627",5,147,"spaghetti","Filler","Filler",1,"correct","1",1,"correct",1,"SPAGHETTIEnter","SPAGHETTI","S",1043
"628",5,148,"löffel","Kochen","Werkzeug",3,"correct","1",1,"correct",1,"LÖFFELEnter","LÖFFEL","L",937
"629",5,149,"brille","Filler","Filler",2,"correct","1",1,"correct",1,"BRILLEEnter","BRILLE","B",1121
"630",5,150,"armband","Schmuck","Kleidung",3,"almostcorrect","1",1,"alternative_corrected",1,"ARMREIFEnter","ARMREIF","A",1253
"631",5,151,"fächer","Filler","Filler",3,"correct","1",1,"correct",1,"FÄCHEREnter","FÄCHER","F",960
"632",5,152,"bär","Raubtiere","Tiere",3,"correct","1",1,"correct",1,"BÄREnter","BÄR","B",1031
"633",5,153,"kette","Schmuck","Kleidung",4,"correct","1",1,"correct",1,"KETTEEnter","KETTE","K",866
"634",5,154,"pinsel","Filler","Filler",4,"correct","1",1,"correct",1,"PINSELEnter","PINSEL","P",917
"635",5,155,"panther","Raubtiere","Tiere",4,"correct","1",1,"correct",1,"PANTHEREnter","PANTHER","P",3945
"636",5,156,"gabel","Kochen","Werkzeug",4,"correct","1",1,"correct",1,"GABELEnter","GABEL","G",1104
