item;word;answercode;category
tafel;TAGELBackspaceBackspaceBackspaceFEL ;almostcorrect;Filler
tafel;TASBackspaceBackspaceAFELEnter;almostcorrect;Filler
tafel;TTAFELBackspaceBackspaceBackspaceBackspaceBackspaceAFELEnter;almostcorrect;Filler
tafel;TAFEL ;correct;Filler
tafel;TAFELEnter;correct;Filler
tafel;;isna;Filler
teppich;TABackspaceEPPICHEnter;almostcorrect;Filler
teppich;TEPPCBackspaceICHEnter;almostcorrect;Filler
teppich;TEPPICJBackspaceG ;almostcorrect;Filler
teppich;TPPICHArrowLeftArrowLeftArrowLeftArrowLeftArrowLeftEEnter;almostcorrect;Filler
teppich;TEPPICH ;correct;Filler
teppich;TEPPICHEnter;correct;Filler
teppich;BackspaceTEPPICHEnter;backspace_space_enter;Filler
teppich;;isna;Filler
ventilator;LÜFTEREnter;almostcorrect;Filler
ventilator;VENITBackspaceTBackspaceBackspaceTILATOR ;almostcorrect;Filler
ventilator;VENTIABackspaceABackspaceLATOREnter;almostcorrect;Filler
ventilator;VENTIABackspaceLATOR ;almostcorrect;Filler
ventilator;VENTIALTOREnter;almostcorrect;Filler
ventilator;VENTILARBackspaceTOR ;almostcorrect;Filler
ventilator;VENTILATOR ;correct;Filler
ventilator;VENTILATOREnter;correct;Filler
ventilator;WEBackspaceBackspaceVENTIABackspaceABackspaceLATOREnter;first_letter_incorrect;Filler
ventilator;;isna;Filler
ventilator;FANEnter;unrelated_other;Filler
ventilator;VENTILATBackspaceTOREnter;almostcorrect;Filler
ventilator;VENITBackspaceBackspaceTILATOR ;almostcorrect;Filler
waage;WAAAGE ;almostcorrect;Filler
waage;WAGBackspaceAGEEnter;almostcorrect;Filler
waage;WAAGE ;correct;Filler
waage;WAAGEEnter;correct;Filler
waage;ITTELBackspaceBackspaceBackspaceBackspaceWABackspaceBackspaceBackspaceBackspaceWAAGEEnter;first_letter_incorrect;Filler
waage;;isna;Filler
würfel;WÜFBackspaceRFEL ;almostcorrect;Filler
würfel;WÜRFEK ;almostcorrect;Filler
würfel;WÜRFELÖBackspace ;almostcorrect;Filler
würfel;WÜRFEL ;correct;Filler
würfel;WÜRFELEnter;correct;Filler
würfel;SÜRBackspaceBackspaceBackspaceWPRBackspaceBackspaceÜFBackspaceRFELEnter;first_letter_incorrect;Filler
zigarette;ZIGAEBackspaceRETTE ;almostcorrect;Filler
zigarette;ZIGARREBackspaceBackspaceETTEEnter;almostcorrect;Filler
zigarette;ZIGARRETTEEnter;almostcorrect;Filler
zigarette;ZIGARTBackspaceETTE ;almostcorrect;Filler
zigarette;ZIGATBackspaceRETTEEnter;almostcorrect;Filler
zigarette;ZIRBackspaceGARETTEEnter;almostcorrect;Filler
zigarette;ZOIGBackspaceBackspaceBackspaceBackspaceBackspaceZIGARETTEEnter;almostcorrect;Filler
zigarette;ZIGARETTE ;correct;Filler
zigarette;ZIGARETTEEnter;correct;Filler
zigarette;ßBackspacezigaretteEnter;first_letter_incorrect;Filler
zigarette;;isna;Filler
aal;AL ;almostcorrect;Fische
aal;ALBackspaceALEnter;almostcorrect;Fische
aal;AAL ;correct;Fische
aal;AALEnter;correct;Fische
aal;SCHBackspaceBackspaceBackspaceAALEnter;first_letter_incorrect;Fische
aal;;isna;Fische
delfin;DELPHIN ;almostcorrect;Fische
delfin;DELFIN ;correct;Fische
delfin;DELFINEnter;correct;Fische
delfin;FBackspaceDELFINEnter;first_letter_incorrect;Fische
delfin;FBackspaceDELPHIN ;first_letter_incorrect;Fische
delfin;FELFBackspaceBackspaceBackspaceBackspaceDELFINEnter;first_letter_incorrect;Fische
delfin;SBackspaceDELFIN ;first_letter_incorrect;Fische
delfin;;isna;Fische
delfin;Shiftdelfin ;shift_start;Fische
goldfisch;FIBackspaceBackspaceBackspaceGOLDFISCH ;almostcorrect;Fische
goldfisch;FISBackspaceBackspaceBackspaceGOLDFISCHEnter;almostcorrect;Fische
goldfisch;FISCBackspaceBackspaceBackspaceBackspaceGOLBackspaceBackspaceBackspaceBackspaceFISCH ;almostcorrect;Fische
goldfisch;FISCH ;almostcorrect;Fische
goldfisch;FISCHEnter;almostcorrect;Fische
goldfisch;GODLBackspaceBackspaceLDFISCHEnter;almostcorrect;Fische
goldfisch;GOLDIBackspaceFISCHEnter;almostcorrect;Fische
goldfisch;GOLDSBackspaceFISCHEnter;almostcorrect;Fische
goldfisch;GOLDSBackspaceIBackspaceFISCH ;almostcorrect;Fische
goldfisch;GOLFBackspaceDGISCHBackspaceBackspaceBackspaceBackspaceFBackspaceBackspaceFISCHEnter;almostcorrect;Fische
goldfisch;GOLDFISCH ;correct;Fische
goldfisch;GOLDFISCHEnter;correct;Fische
goldfisch;gBackspacefische ;first_letter_incorrect;Fische
hai;haoBackspaceiEnter;almostcorrect;Fische
hai;HEBackspaceAIEnter;almostcorrect;Fische
hai;HEBackspaceBackspaceHAIEnter;almostcorrect;Fische
hai;HEI ;almostcorrect;Fische
hai;HIBackspaceAIEnter;almostcorrect;Fische
hai; hai ;backspace_space_enter;Fische
hai;HAI ;correct;Fische
hai;HAIEnter;correct;Fische
hai;JBackspaceHAIEnter;first_letter_incorrect;Fische
hai;MBackspaceHAI ;first_letter_incorrect;Fische
hai;;isna;Fische
hai;rochen ;semantic_relation;Fische
rochen;fisch ;semantic_relation;Fische
rochen;MANTAEnter;almostcorrect;Fische
rochen;RACHENBackspaceBackspaceBackspaceBackspaceBackspaceOCHENEnter;almostcorrect;Fische
rochen;ROCHE ;almostcorrect;Fische
rochen;RTOBackspaceBackspaceOCHEN ;almostcorrect;Fische
rochen;ROCHEN ;correct;Fische
rochen;ROCHENEnter;correct;Fische
rochen;VOGELEnterControlControlControlControlControlControlControlControlControlControlControlControlControlControlControlControlControlControlControlControlControlControlControlControlControlControlControlControlControlControlControlControlControlControlControlControlControlControlControlControlControlControlControlControlControlControlControlControlControlControlControlControlControlControlControlControlControlControlControlControlControlControlControlControlControlControlControlControlControlControlControlControlControlControlControlControlControlControlControlBackspaceEnter;unrelated_other;Fische
burg;BURG ;correct;Gebäude
burg;BURGEnter;correct;Gebäude
burg;KIURBackspaceBackspaceBackspaceBackspaceBackspaceBURGEnter;first_letter_incorrect;Gebäude
burg;SCHBackspaceBackspaceBackspaceBackspaceBURGEnter;almostcorrect;Gebäude
burg;SCHLOSS ;almostcorrect;Gebäude
burg;SCHLOSSEnter;almostcorrect;Gebäude
burg;ShiftbURGEnter;shift_start;Gebäude
burg;NURBBackspaceBackspaceBackspaceBackspaceBackspaceBackspaceBackspaceBURGEnter;first_letter_incorrect;Gebäude
hochhaus;HBackspaceHOCHHAUSEnter;semantic_relation;Gebäude
hochhaus;HCBackspaceOCHHAUSEnter;almostcorrect;Gebäude
hochhaus;HCHHAUSEnter;almostcorrect;Gebäude
hochhaus;HICHHABackspaceBackspaceBackspaceBackspaceBackspaceCBackspaceOCHHAUSEnter;almostcorrect;Gebäude
hochhaus;HOCHHAUS ;correct;Gebäude
hochhaus;HOCHHAUSEnter;correct;Gebäude
hochhaus;;isna;Gebäude
kirche;KIRSBackspaceCHE ;almostcorrect;Gebäude
kirche;KIRSCHEBackspaceBackspaceBackspaceBackspaceCHEEnter;almostcorrect;Gebäude
kirche;KOBackspaceIRCHE ;almostcorrect;Gebäude
kirche;KURBackspaceBackspaceIRCHEEnter;almostcorrect;Gebäude
kirche;BackspaceKIRCHE ;backspace_space_enter;Gebäude
kirche;KIRCHE ;correct;Gebäude
kirche;KIRCHEEnter;correct;Gebäude
kirche;ShiftkirsBackspaceShiftcheEnter;unrelated_other;Gebäude
kirche;FBackspaceKIRCHEEnter;first_letter_incorrect;Gebäude
schloss;SCHHLOBackspaceBackspaceBackspaceLOSSEnter;almostcorrect;Gebäude
schloss;SCHLOPBackspaceSS ;almostcorrect;Gebäude
schloss;SCHLOSSEBackspaceEnter;almostcorrect;Gebäude
schloss;SCHLOSS ;correct;Gebäude
schloss;SCHLOSSEnter;correct;Gebäude
schloss;;isna;Gebäude
schloss;BURBackspaceBackspaceBackspaceBackspaceSCHLOSSEnter;almostcorrect;Gebäude
schloss;burg ;almostcorrect;Gebäude
schloss;BURGEnter;almostcorrect;Gebäude
schloss;KIRCHEEnter;semantic_relation;Gebäude
schloss;ShiftschlossEnter;shift_start;Gebäude
tempel;TEMNBackspacePEL ;almostcorrect;Gebäude
tempel;EnterRUINEEnter;backspace_space_enter;Gebäude
tempel;tempel ;correct;Gebäude
tempel;TEMPELEnter;correct;Gebäude
tempel;RBackspaceTEMPELEnter;first_letter_incorrect;Gebäude
tempel;;isna;Gebäude
tempel;AKROPOLIS ;almostcorrect;Gebäude
tempel;AKROPOLISEnter;almostcorrect;Gebäude
tempel;AKROPPOBackspaceBackspaceOLIS ;almostcorrect;Gebäude
tempel;hausEnter;semantic_relation;Gebäude
tempel;KOLLOSSEUMEnter;semantic_relation;Gebäude
tempel;PANTHEON ;almostcorrect;Gebäude
tempel;PANTHEONEnter;almostcorrect;Gebäude
tempel;RUINE ;almostcorrect;Gebäude
tempel;RUINEEnter;almostcorrect;Gebäude
tempel;SÄULENEnter;semantic_relation;Gebäude
tempel;F ;unrelated_other;Gebäude
tempel;NEnter;unrelated_other;Gebäude
brokkoli;BBROKKOLIEnter;almostcorrect;Gemüse
brokkoli;BORBackspaceBackspaceROKKOLIEnter;almostcorrect;Gemüse
brokkoli;BROKKBackspaceOLIEnter;almostcorrect;Gemüse
brokkoli;BROKOLI ;almostcorrect;Gemüse
brokkoli;BROKOLIEnter;almostcorrect;Gemüse
brokkoli;BROKOLLI ;almostcorrect;Gemüse
brokkoli;BROKOLLIEnter;almostcorrect;Gemüse
brokkoli;BROKKOLI ;correct;Gemüse
brokkoli;BROKKOLIEnter;correct;Gemüse
brokkoli;BackspaceWABackspaceBackspaceBROKOBackspaceKOLI ;backspace_space_enter;Gemüse
brokkoli;KBackspaceBROKOBackspaceKOLLIEnter;first_letter_incorrect;Gemüse
gurke;GRUKEBackspaceBackspaceBackspaceBackspaceURKEEnter;almostcorrect;Gemüse
gurke;GURE ;almostcorrect;Gemüse
gurke;GURKENEnter;almostcorrect;Gemüse
gurke;GURKE ;correct;Gemüse
gurke;GURKEEnter;correct;Gemüse
gurke;LLIBackspaceBackspaceBackspaceGURKE ;first_letter_incorrect;Gemüse
karotte;KAROTBackspaceBackspaceROTTE ;almostcorrect;Gemüse
karotte;KAROZTBackspaceBackspaceTTTE ;almostcorrect;Gemüse
karotte;KARROTBackspaceBackspaceBackspaceOTTEEnter;almostcorrect;Gemüse
karotte;katBackspacerotte ;almostcorrect;Gemüse
karotte;KAROTTE ;correct;Gemüse
karotte;KAROTTEEnter;correct;Gemüse
karotte;ABackspaceKARROTTEEnter;first_letter_incorrect;Gemüse
karotte;;isna;Gemüse
karotte;KARBackspaceBackspaceAROTTEEnter;almostcorrect;Gemüse
kartoffel;KARTOFEBackspaceFELEnter;almostcorrect;Gemüse
kartoffel;KARTOFEEBackspaceBackspaceFEL ;almostcorrect;Gemüse
kartoffel;KARTOGBackspaceFFELEnter;almostcorrect;Gemüse
kartoffel;KARTOLBackspaceFFELEnter;almostcorrect;Gemüse
kartoffel;BackspaceKARTOFFEL ;backspace_space_enter;Gemüse
kartoffel;KARTOFFEL ;correct;Gemüse
kartoffel;KARTOFFELEnter;correct;Gemüse
kartoffel;hBackspacekartoffekBackspacel ;first_letter_incorrect;Gemüse
paprika;PAPBackspaceRIBackspaceBackspacePRIKA ;almostcorrect;Gemüse
paprika;paprikaBackspacea ;almostcorrect;Gemüse
paprika;PAPRIKEBackspaceAEnter;almostcorrect;Gemüse
paprika;PAPRILBackspaceKA ;almostcorrect;Gemüse
paprika;PAPRIKA ;correct;Gemüse
paprika;PAPRIKAEnter;correct;Gemüse
paprika;OBackspaceÜBackspacePAPRIKA ;first_letter_incorrect;Gemüse
paprika;;isna;Gemüse
paprika;PFEFFEREnter;semantic_relation;Gemüse
paprika;PAKBackspacePRIKAEnter;almostcorrect;Gemüse
bohrmaschine;BOHREnter;almostcorrect;Heimwerker
bohrmaschine;BOHRER ;almostcorrect;Heimwerker
bohrmaschine;BOHREREnter;almostcorrect;Heimwerker
bohrmaschine;BOHRMASCHIENEEnter;almostcorrect;Heimwerker
bohrmaschine;BOIBackspaceHRMASCHINE ;almostcorrect;Heimwerker
bohrmaschine;BORBackspaceHRMASCHINEEnter;almostcorrect;Heimwerker
bohrmaschine;BORHER ;almostcorrect;Heimwerker
bohrmaschine;BORHEREnter;almostcorrect;Heimwerker
bohrmaschine;BOHRMASCHINE ;correct;Heimwerker
bohrmaschine;BOHRMASCHINEEnter;correct;Heimwerker
bohrmaschine;NBackspaceBOHREREnter;first_letter_incorrect;Heimwerker
bohrmaschine;SCControlAAKKUSCHRAUBER ;first_letter_incorrect;Heimwerker
bohrmaschine;SCHBackspaceBackspaceBackspaceBOHRMASCHINE ;first_letter_incorrect;Heimwerker
bohrmaschine;schrBackspaceBackspaceBackspaceBackspacebohrmaschine ;first_letter_incorrect;Heimwerker
bohrmaschine;;isna;Heimwerker
bohrmaschine;BOHRMASCHIENEnter;almostcorrect;Heimwerker
feile;FEILSEBackspaceBackspaceE ;almostcorrect;Heimwerker
feile;FEIÖEEnter;almostcorrect;Heimwerker
feile;PFBackspaceBackspaceFEILE ;almostcorrect;Heimwerker
feile;PFEBackspaceBackspaceFEILEEnter;almostcorrect;Heimwerker
feile;PFEILE ;almostcorrect;Heimwerker
feile;PFEILEEnter;almostcorrect;Heimwerker
feile;REIBEEnter;almostcorrect;Heimwerker
feile;SPACHTELEnter;almostcorrect;Heimwerker
feile;FEILE ;correct;Heimwerker
feile;FEILEEnter;correct;Heimwerker
feile;OBackspaceFEILEEnter;first_letter_incorrect;Heimwerker
feile;;isna;Heimwerker
feile;PFEILEREnter;almostcorrect;Heimwerker
feile;ZANGEEnter;semantic_relation;Heimwerker
feile;ControlControlControlControlControlControlControlControlControlControlControlControlControlControlControlControlControlControlControlControlControlEnter;unrelated_other;Heimwerker
feile;schleife ;unrelated_other;Heimwerker
hammer;HAMER ;almostcorrect;Heimwerker
hammer; hammer ;backspace_space_enter;Heimwerker
hammer;HAMMER ;correct;Heimwerker
hammer;HAMMEREnter;correct;Heimwerker
hammer;;isna;Heimwerker
hammer;AXXBackspaceT ;semantic_relation;Heimwerker
schraubenzieher;SCHRAUBENDREHER ;almostcorrect;Heimwerker
zange;ZAGEBackspaceBackspaceGBackspaceNGEEnter;almostcorrect;Heimwerker
zange;ZANGHEBackspaceBackspaceEEnter;almostcorrect;Heimwerker
zange;ZANGE ;correct;Heimwerker
zange;ZANGEEnter;correct;Heimwerker
zange;;isna;Heimwerker
zange;'Enter;unrelated_other;Heimwerker
zange;TBackspaceZANGEEnter;first_letter_incorrect;Heimwerker
kamel;KAEBackspaceMELEnter;almostcorrect;Huftiere
kamel;KAKBackspaceMEL ;almostcorrect;Huftiere
kamel;KANBackspaceMELEnter;almostcorrect;Huftiere
kamel;KAMEL ;correct;Huftiere
kamel;KAMELEnter;correct;Huftiere
kuh;kugBackspaceh ;almostcorrect;Huftiere
kuh;BackspaceEBackspaceKUHEnter;backspace_space_enter;Huftiere
kuh;KUH ;correct;Huftiere
kuh;KUHEnter;correct;Huftiere
pferd;PFERD ;correct;Huftiere
pferd;PFERDEnter;correct;Huftiere
pferd;FBackspacePRFERBackspaceBackspaceBackspaceBackspaceFERD ;first_letter_incorrect;Huftiere
pferd;;isna;Huftiere
reh;REG ;almostcorrect;Huftiere
reh;REHEnter';almostcorrect;Huftiere
reh;REH ;correct;Huftiere
reh;REHEnter;correct;Huftiere
reh;;isna;Huftiere
reh;TIEREnter;semantic_relation;Huftiere
reh;VIECHEnter;semantic_relation;Huftiere
reh;ShiftrEHEnter;shift_start;Huftiere
schaf;LAMMEnter;almostcorrect;Huftiere
schaf;SCHAAFEnter;almostcorrect;Huftiere
schaf;SCHAFFBackspace ;almostcorrect;Huftiere
schaf;SCHFBackspaceAFEnter;almostcorrect;Huftiere
schaf;SXBackspaceCHAF ;almostcorrect;Huftiere
schaf;BackspaceSCHAAFBackspaceBackspaceFEnter;backspace_space_enter;Huftiere
schaf;SCHAF ;correct;Huftiere
schaf;SCHAFEnter;correct;Huftiere
schaf;n ;unrelated_other;Huftiere
schaf;SCHAFBackspaceAF ;almostcorrect;Huftiere
ameise;"A;EBackspaceBackspaceMEISEEnter";almostcorrect;Insekten
ameise;amaeisBackspaceBackspaceBackspaceBackspaceeiseEnter;almostcorrect;Insekten
ameise;AMEISTBackspaceEEnter;almostcorrect;Insekten
ameise;AMIBackspaceEISEEnter;almostcorrect;Insekten
ameise;ARMEISEEnter;almostcorrect;Insekten
ameise;AMEISE ;correct;Insekten
ameise;AMEISEEnter;correct;Insekten
ameise;;isna;Insekten
ameise;INSEKTEnter;semantic_relation;Insekten
ameise;SPINEBackspaceNEEnter;semantic_relation;Insekten
biene;NBackspaceBEINEBackspaceBackspaceBackspaceIBackspaceBackspaceIEEBackspaceNEEnter;first_letter_incorrect;Insekten
biene;HERBackspaceBackspaceBackspaceBIENE ;first_letter_incorrect;Insekten
fliege;FLEIGEEnter;almostcorrect;Insekten
fliege;MÜCKE ;almostcorrect;Insekten
fliege;mückeBackspaceeEnter;almostcorrect;Insekten
fliege;SBackspaceBackspaceKÄFEREnter;semantic_relation;Insekten
fliege;FLIEGE ;correct;Insekten
fliege;FLIEGEEnter;correct;Insekten
fliege;bBackspacefliege ;first_letter_incorrect;Insekten
fliege;;isna;Insekten
marienkäfer;KÄFER ;almostcorrect;Insekten
marienkäfer;KÄFEREnter;almostcorrect;Insekten
marienkäfer;MAIBackspaceREBackspaceIENKÄFEREnterEnter;almostcorrect;Insekten
marienkäfer;MAIRBackspaceBackspaceRIENKÄFEREnter;almostcorrect;Insekten
marienkäfer;MAIRNEBackspaceBackspaceBackspaceBackspaceRIENKÄFEREnter;almostcorrect;Insekten
marienkäfer;MARIENKA#BackspaceBackspaceÖBackspaceÄFEREnter;almostcorrect;Insekten
marienkäfer;MARIENKÄFTBackspaceER ;almostcorrect;Insekten
marienkäfer;MARIENKÄGERBackspaceBackspaceBackspaceFEREnter;almostcorrect;Insekten
marienkäfer;MARINBackspaceENKÄFEREnter;almostcorrect;Insekten
marienkäfer;MARINENKÄFER ;almostcorrect;Insekten
marienkäfer;MARINENKÖBackspaceÄFEREnter;almostcorrect;Insekten
marienkäfer;EnterMARIENKÄFEREnter;backspace_space_enter;Insekten
marienkäfer;MARIENKÄFER ;correct;Insekten
marienkäfer;MARIENKÄFEREnter;correct;Insekten
marienkäfer;bBackspacemarienkäfer ;first_letter_incorrect;Insekten
marienkäfer;;isna;Insekten
marienkäfer;MARIENLBackspaceKÄFEREnter;almostcorrect;Insekten
marienkäfer;MAREBackspaceIENKÄFER ;almostcorrect;Insekten
spinne;SOBackspacePINNE ;almostcorrect;Insekten
spinne;SPINNNBackspaceE ;almostcorrect;Insekten
spinne;SPINNE ;correct;Insekten
spinne;SPINNEEnter;correct;Insekten
spinne;;isna;Insekten
geige;GIBackspaceEIGEEnter;almostcorrect;Instrumente
geige;VIOLINE ;almostcorrect;Instrumente
geige;VIOLINEnter;almostcorrect;Instrumente
geige;GEIGE ;correct;Instrumente
geige;GEIGEEnter;correct;Instrumente
geige;HEBackspaceBackspaceGEIGEEnter;first_letter_incorrect;Instrumente
geige;VBackspaceBackspaceGEIGEEnter;first_letter_incorrect;Instrumente
geige;GITARRBackspaceBackspaceBackspaceBackspaceBackspaceBackspaceBackspaceBackspaceBackspaceBackspaceGEIGE ;semantic_relation;Instrumente
gitarre;GEIBackspaceBackspaceBackspaceBackspaceGITARREEnter;semantic_relation;Instrumente
gitarre;GIRATBackspaceBackspaceBackspaceTARREEnter;almostcorrect;Instrumente
gitarre;Backspacegitarre ;backspace_space_enter;Instrumente
gitarre;GITARRE ;correct;Instrumente
gitarre;GITARREEnter;correct;Instrumente
gitarre;;isna;Instrumente
harfe;HAFEBackspaceBackspaceRFE ;almostcorrect;Instrumente
harfe;HAFEEnter;almostcorrect;Instrumente
harfe;HARFFBackspaceEEnter;almostcorrect;Instrumente
harfe;HARFE ;correct;Instrumente
harfe;HARFEEnter;correct;Instrumente
harfe;KABackspaceBackspaceHARFE ;first_letter_incorrect;Instrumente
harfe;;isna;Instrumente
klavier;KALVIEREnter;almostcorrect;Instrumente
klavier;KLAIVBackspaceBackspaceVIR ;almostcorrect;Instrumente
klavier;KLARVIBackspaceBackspaceBackspaceVIER ;almostcorrect;Instrumente
klavier;KLAVIRBackspaceER ;almostcorrect;Instrumente
klavier;PIANOEnter;almostcorrect;Instrumente
klavier;KLAVIER ;correct;Instrumente
klavier;KLAVIEREnter;correct;Instrumente
klavier;FBackspaceKLAVIEREnter;first_letter_incorrect;Instrumente
klavier;ORGBackspaceBackspaceBackspaceKLAVIEREnter;first_letter_incorrect;Instrumente
klavier;SBackspaceKLAVIEREnter;first_letter_incorrect;Instrumente
klavier;;isna;Instrumente
klavier;ShiftkLAVIEREnter;shift_start;Instrumente
klavier;JBackspaceKLAVIEREnter;first_letter_incorrect;Instrumente
schlagzeug;SCHABackspaceLAGZEUG ;almostcorrect;Instrumente
schlagzeug;SCHLAFBackspaceGZEUG ;almostcorrect;Instrumente
schlagzeug;SCHLAFBackspaceGZEUGEnter;almostcorrect;Instrumente
schlagzeug;SCHLAHGZEBackspaceBackspaceBackspaceBackspaceGEBackspaceZEUGEnter;almostcorrect;Instrumente
schlagzeug;SCHLAGZEUG ;correct;Instrumente
schlagzeug;SCHLAGZEUGEnter;correct;Instrumente
schlagzeug;;isna;Instrumente
schlagzeug;TROMMELEnter;semantic_relation;Instrumente
kapuzenpulli;KAPPUZENPULLOVEREnter;almostcorrect;Jacke
kapuzenpulli;KAPUTZENPULLIEnter;almostcorrect;Jacke
kapuzenpulli;PULLIEnter;almostcorrect;Jacke
kapuzenpulli;PULLOVER ;almostcorrect;Jacke
kapuzenpulli;PULLOVEREnter;almostcorrect;Jacke
kapuzenpulli;STRICKJACKE ;semantic_relation;Jacke
kapuzenpulli;HBackspaceHOODIEEnter;first_letter_incorrect;Jacke
kapuzenpulli;KAPUZENPULLI ;correct;Jacke
kapuzenpulli;KAPUZENPULLIEnter;correct;Jacke
kapuzenpulli;;isna;Jacke
kapuzenpulli;JACKE ;semantic_relation;Jacke
kapuzenpulli;JACKEEnter;semantic_relation;Jacke
kapuzenpulli;MANTEL ;semantic_relation;Jacke
arztkittel;ABackspaceKITTELEnter;first_letter_incorrect;Jacken
arztkittel;ATBackspaceRZTKITTELEnter;almostcorrect;Jacken
arztkittel;AZBackspaceRZTKITTELEnter;almostcorrect;Jacken
arztkittel;KITTEL ;almostcorrect;Jacken
arztkittel;KITTELEnter;almostcorrect;Jacken
arztkittel;ARZTKITTEL ;correct;Jacken
arztkittel;ARZTKITTELEnter;correct;Jacken
arztkittel;MBackspaceKITTLBackspaceEL ;first_letter_incorrect;Jacken
arztkittel;;isna;Jacken
arztkittel;ANZUGEnter;semantic_relation;Jacken
arztkittel;MANBackspaceBackspaceBackspaceBackspaceSAKKOEnter;semantic_relation;Jacken
arztkittel;MANTEL ;semantic_relation;Jacken
arztkittel;MANTELBackspaceBackspaceBackspaceBackspaceBackspaceBackspaceBackspaceBackspaceBackspaceBackspaceBackspaceBackspaceKITTEL ;semantic_relation;Jacken
arztkittel;mantelEnter;semantic_relation;Jacken
arztkittel;ShiftMANTELEnter;shift_start;Jacken
arztkittel;LABORKITTELEnter;almostcorrect;Jacken
daunenweste;WEBackspaceBackspaceWESTEEnter;almostcorrect;Jacken
daunenweste;WESTE ;almostcorrect;Jacken
daunenweste;WESTEBackspaceBackspaceBackspaceBackspaceBackspaceBackspaceBackspaceDAUNENWESTE ;almostcorrect;Jacken
daunenweste;WESTEEnter;almostcorrect;Jacken
daunenweste;KABackspaceBackspaceBackspaceJACKEEnter;semantic_relation;Jacken
daunenweste;DAUNENWESTE ;correct;Jacken
daunenweste;DAUNENWESTEEnter;correct;Jacken
daunenweste;MABackspaceBackspaceWESTEEnter;first_letter_incorrect;Jacken
daunenweste;;isna;Jacken
daunenweste;JACKE ;semantic_relation;Jacken
daunenweste;VESTEEnter;first_letter_incorrect;Jacken
daunenweste;DAUNENJACKEEnter;first_letter_incorrect;Jacken
daunenweste;DAUNENFBackspaceWESTE ;almostcorrect;Jacken
kapuzenpulli;KJBackspaceBackspaceJACKEEnter;first_letter_incorrect;Jacken
kapuzenpulli;KAPUZENPULLOVER ;almostcorrect;Jacken
pelzmantel;MABackspaceBackspacePELZUBackspaceMANTEL ;almostcorrect;Jacken
pelzmantel;MANTBackspaceBackspaceBackspaceBackspaceELZBackspaceBackspaceBackspacePELZMANTELEnter;almostcorrect;Jacken
pelzmantel;MANTELBackspaceBackspaceBackspaceBackspaceBackspaceBackspaceBackspaceBackspaceBackspaceBackspaceBackspaceBackspaceBackspaceBackspacePELZEnter;almostcorrect;Jacken
pelzmantel;PELZEnter;almostcorrect;Jacken
pelzmantel;PELZMATELBackspaceBackspaceBackspaceNTEL ;almostcorrect;Jacken
pelzmantel;BackspaceMANTELEnter;backspace_space_enter;Jacken
pelzmantel;PELZMANTEL ;correct;Jacken
pelzmantel;PELZMANTELEnter;correct;Jacken
pelzmantel;EBackspacePELZEnter;first_letter_incorrect;Jacken
pelzmantel;;isna;Jacken
pelzmantel;MANTEL ;almostcorrect;Jacken
pelzmantel;mantelEnter;almostcorrect;Jacken
pelzmantel;JACKEEnter;semantic_relation;Jacken
sakko;JACKET ;almostcorrect;Jacken
sakko;JACKETTEnter;almostcorrect;Jacken
sakko;MABackspaceBackspacePELZABackspaceMANTELEnter;semantic_relation;Jacken
sakko;SAKKO ;correct;Jacken
sakko;SAKKOEnter;correct;Jacken
sakko;FBackspaceSAKKOEnter;first_letter_incorrect;Jacken
sakko;MABackspaceBackspaceSAKKO ;first_letter_incorrect;Jacken
sakko;ANZUG ;almostcorrect;Jacken
sakko;ANZUGEnter;almostcorrect;Jacken
sakko;JACKE ;semantic_relation;Jacken
sakko;MANTELEnter;semantic_relation;Jacken
sakko;JACBackspaceBackspaceBackspaceBackspaceBackspaceSAKKOEnter;first_letter_incorrect;Jacken
sakko;ABackspaceSAKKO ;first_letter_incorrect;Jacken
käfig;HAMSTERKÄFIGEnter;almostcorrect;Käfig
käfig;HAMSTERKÄFIOGEnter;almostcorrect;Käfig
käfig;KÄFIGBackspaceG ;almostcorrect;Käfig
käfig;KÄFIG ;correct;Käfig
käfig;KÄFIGEnter;correct;Käfig
käfig;HBackspaceKÄFIGEnter;first_letter_incorrect;Käfig
käfig;;isna;Käfig
gabel;GEBLEBackspaceBackspaceBackspaceBackspaceABELEnter;almostcorrect;Kochen
gabel;BackspaceBackspaceGABELEnter;backspace_space_enter;Kochen
gabel;GABEL ;correct;Kochen
gabel;GABELEnter;correct;Kochen
gabel;EBackspaceGABEL ;first_letter_incorrect;Kochen
gabel;HBackspaceFABackspaceBackspaceGABELLBackspace ;first_letter_incorrect;Kochen
gabel;GABELEnter*;almostcorrect;Kochen
kelle;KEKLBackspaceBackspaceLLE ;almostcorrect;Kochen
kelle;SUPPControlAKELLE ;almostcorrect;Kochen
kelle;KELLE ;correct;Kochen
kelle;KELLEEnter;correct;Kochen
kelle;;isna;Kochen
kelle;KESSELEnter;unrelated_other;Kochen
kelle;LÖFFEL ;semantic_relation;Kochen
löffel;LÄBackspaceÖFFEL ;almostcorrect;Kochen
löffel;LÖFFEÖBackspaceL ;almostcorrect;Kochen
löffel;LÖFFEÖBackspaceLEnter;almostcorrect;Kochen
löffel;LÖGGEBackspaceBackspaceBackspaceFFEL ;almostcorrect;Kochen
löffel;LÖFFEL ;correct;Kochen
löffel;LÖFFELEnter;correct;Kochen
